Year,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
27,0.01553388,0.1152264,0.07314581,0.01616256,0.007761754,0.04239404,0.009986815,0.0001596928,0.03056737,0.04744823,0.0007874013,0.001510723,0.0005095185,0.01565727,0.004601098,0.000452222,0.001806434,0.08879257,0.01469418,0.005857859,0.0002039773,0.03036631,0.0001643369,0.007094995,0.04082409,0.0009701583,0.006629394,0.0008342513,0.007034648,2.599559E-05,0.01296575,0.0004051033,0.005306533,0.002997367,0.0004555149,0.004069379,0.005498585,0.0510147,0.008064603,0.01145063,0.116949,0.04180439,0.07976142,0.0416804,0.01968593,0.1392198,0.1572456,0.06428424,0.4256878,0.00285274,0.02120714,0.1444479,0.01666141,0.07952996,0.05693132,0.05202112,0.9519253,0.7181128,2.409615,1.484138,0.5053205,0.1757929,0.7090793,0.2459893,0.02095704,1.955547,0.01239156,0.007575398,0.0578051,0.198763,5.57787,9.548514,20.86076,21.38358,38.73394,5.017361,31.80782,68.60574
28,0.01568135,0.1152013,0.07313067,0.01623714,0.007795101,0.04247188,0.009989911,0.0001432884,0.03042407,0.04752693,0.0009568516,0.001630079,0.0004901015,0.0167002,0.00452027,0.0004169905,0.001767744,0.08808921,0.01426802,0.005991356,0.0002078787,0.03047475,0.0002025726,0.00881408,0.04110342,0.0009819603,0.006815907,0.0008413296,0.00745921,2.56569E-05,0.01303198,0.0004422863,0.005299686,0.002965311,0.0004995404,0.004605605,0.005777396,0.05175982,0.008149561,0.01149422,0.1157401,0.04285354,0.07989164,0.04168444,0.0193341,0.1393007,0.166934,0.06465898,0.4222259,0.00287807,0.02294913,0.1439823,0.01664425,0.07876654,0.05712426,0.05202365,0.9485262,0.7128537,2.336172,1.484746,0.5077842,0.1747839,0.7073516,0.2418063,0.02091845,1.959913,0.0126916,0.008194553,0.05877243,0.1943227,5.57696,9.555046,20.89669,21.39152,38.73987,5.010548,31.81191,68.61472
29,0.01582468,0.11519,0.07311752,0.01630619,0.007823599,0.04253238,0.009985194,0.0001277495,0.030263,0.04760668,0.001218592,0.00175804,0.0004945428,0.01798502,0.004237952,0.0003892781,0.001808123,0.08575646,0.01401582,0.006014443,0.0002136616,0.03059241,0.0002596368,0.01148691,0.0413173,0.000979937,0.007002745,0.000853475,0.007832359,2.539811E-05,0.01310546,0.0004856373,0.005281632,0.002928102,0.0005494352,0.005115273,0.006158646,0.052442,0.008212093,0.01147625,0.1139418,0.04322864,0.07993938,0.04151701,0.01870804,0.138676,0.1745325,0.06427514,0.4158767,0.002901488,0.0247277,0.1433,0.01658287,0.07785956,0.05733567,0.0520528,0.9445398,0.7319839,2.328699,1.469257,0.5098798,0.1753039,0.7052164,0.2328557,0.02089743,1.963319,0.01296347,0.009080656,0.05966197,0.1851144,5.576683,9.562143,20.89716,21.40246,38.74007,5.00621,31.81071,68.61436
30,0.01595965,0.1152191,0.07310521,0.01636929,0.007845205,0.0425896,0.009983118,0.0001150189,0.03013773,0.04768723,0.00155577,0.001877201,0.0004687624,0.01931307,0.003638032,0.0003624984,0.001825446,0.08334646,0.01390207,0.00610228,0.0002108722,0.03083205,0.0002956348,0.0149948,0.041474,0.0009940924,0.007102367,0.0008596287,0.007959803,2.528729E-05,0.01316963,0.0005144794,0.005303722,0.002933128,0.000569962,0.0054446,0.006528884,0.0528744,0.008237782,0.01148356,0.111777,0.04408927,0.07994229,0.04150936,0.01866441,0.1386147,0.1804036,0.06414735,0.4070282,0.002920046,0.02611086,0.1429487,0.01651539,0.07681936,0.05760508,0.05211639,0.9398419,0.7418843,2.365767,1.453801,0.508155,0.17597,0.7029586,0.2242265,0.02088974,1.960553,0.01291601,0.00844129,0.05940988,0.1772209,5.576157,9.564702,20.87742,21.40971,38.73765,5.005557,31.80695,68.60676
31,0.01608223,0.1153174,0.07309213,0.01642329,0.007861146,0.04267143,0.009989112,0.0001070351,0.03009328,0.04776837,0.001964797,0.001995013,0.0004455247,0.02089747,0.00299762,0.0003502423,0.001866014,0.08255277,0.01459309,0.006300375,0.0002118697,0.03147687,0.0003623299,0.01892622,0.0415836,0.001045059,0.007436213,0.0008603128,0.008352755,2.517368E-05,0.01324189,0.0005485959,0.005380655,0.003069623,0.0005955477,0.005656354,0.007239638,0.05314614,0.008293659,0.0117149,0.1100354,0.04565483,0.07993302,0.04184495,0.01922762,0.1394629,0.1866321,0.06462152,0.395811,0.002946806,0.02719927,0.1429528,0.01642909,0.07555141,0.05798276,0.05222388,0.9334717,0.7548805,2.392264,1.477096,0.5021033,0.1759521,0.6999941,0.2181352,0.02088657,1.953666,0.01293873,0.009042443,0.05941113,0.1738587,5.574215,9.564866,20.85459,21.41341,38.73422,5.024103,31.80462,68.60583
32,0.01619215,0.1154663,0.07307839,0.0164668,0.007873334,0.04273808,0.009997792,0.0001002275,0.03005709,0.04784929,0.002443325,0.002098469,0.0004041319,0.0224613,0.0024337,0.0003334463,0.001843044,0.08190043,0.01519565,0.006438518,0.0002123779,0.03208837,0.0004266364,0.02303441,0.0415496,0.001070676,0.007736098,0.00084852,0.008682945,2.507006E-05,0.01327103,0.000585086,0.005449202,0.003105896,0.0006349692,0.005815239,0.007908088,0.05325386,0.008315953,0.01188497,0.1078856,0.04561666,0.07988483,0.04185262,0.0195999,0.1392606,0.188558,0.06490914,0.3825642,0.002962964,0.02789261,0.1422998,0.01627592,0.07398851,0.05844446,0.05231833,0.9241627,0.7255008,2.367311,1.473107,0.5068505,0.1729652,0.6959961,0.2152615,0.020832,1.95296,0.01287189,0.00937679,0.05905392,0.1693869,5.574059,9.570922,20.89359,21.42401,38.73917,5.024838,31.8096,68.61683
33,0.01628849,0.1156667,0.07306542,0.0164999,0.007880636,0.04272273,0.01000028,9.144109E-05,0.02996953,0.04792748,0.002994777,0.002162931,0.0003193658,0.02349269,0.001841538,0.0002919825,0.001662245,0.07966482,0.01461731,0.006458623,0.0002166739,0.03221607,0.0005270364,0.02731072,0.04140377,0.001062497,0.007772945,0.0008425873,0.008707644,2.502343E-05,0.01324709,0.0006066019,0.005483173,0.00295811,0.000659606,0.005960897,0.008068736,0.053264,0.008269728,0.01180399,0.1047252,0.04476808,0.07985316,0.04140831,0.01962415,0.1382691,0.1879101,0.06483679,0.3696009,0.00295744,0.02820452,0.1413332,0.01616061,0.07251462,0.05899538,0.05242997,0.9155473,0.7161827,2.340038,1.466973,0.5048423,0.1731208,0.6925266,0.2138438,0.02078668,1.957252,0.01292952,0.009665401,0.05925625,0.1683892,5.577952,9.584305,20.90969,21.43391,38.74279,5.013802,31.81049,68.61938
34,0.01637601,0.1159132,0.07305227,0.01652699,0.007887271,0.04266227,0.009993248,8.152787E-05,0.02982381,0.04800296,0.003618811,0.002207422,0.0002577467,0.02439368,0.001466028,0.0002495145,0.001474396,0.07677722,0.01374834,0.006366499,0.0002161068,0.03204247,0.0005955743,0.03189971,0.04122084,0.001037839,0.007741656,0.000844735,0.008731608,2.476714E-05,0.01319964,0.0006255725,0.005490465,0.002769384,0.0006537026,0.00607344,0.008110278,0.05329484,0.008207791,0.01161791,0.1017491,0.04331546,0.0798672,0.04065503,0.0193554,0.1370866,0.1857417,0.06447458,0.3573634,0.002936304,0.02834623,0.1401138,0.01611906,0.07128456,0.05962792,0.05260304,0.9092949,0.6929731,2.345439,1.472139,0.5045267,0.1721928,0.6890575,0.2142834,0.02076736,1.958184,0.01286225,0.007840422,0.05911275,0.1726176,5.583443,9.589351,20.91391,21.43167,38.7457,5.004253,31.81425,68.62035
35,0.01645984,0.1161749,0.07303911,0.01655,0.007896156,0.04267049,0.009995945,7.456249E-05,0.02977502,0.048078,0.004293263,0.002261116,0.0002570159,0.02590119,0.001270916,0.0002413493,0.001432799,0.07632666,0.01350756,0.006528872,0.0002102813,0.03213434,0.0006517842,0.03692594,0.04113893,0.001065083,0.007843281,0.0008340338,0.008784176,2.453039E-05,0.01312751,0.0006380734,0.005571104,0.002799534,0.0006509601,0.006018631,0.008301011,0.05332228,0.008204993,0.01172555,0.1002787,0.04522823,0.07988981,0.04062508,0.02015596,0.1381488,0.1878185,0.06560215,0.346201,0.002929962,0.02847981,0.1401163,0.01612739,0.07015854,0.06028418,0.0527273,0.9042225,0.7296753,2.296475,1.471064,0.5073412,0.1711165,0.685312,0.2172699,0.02078569,1.96147,0.01282906,0.008206842,0.05898929,0.1837862,5.590139,9.594736,20.92248,21.42723,38.7469,5.008634,31.81244,68.62316
36,0.01653462,0.1164305,0.0730245,0.01657066,0.007912024,0.04277295,0.01002465,7.09649E-05,0.02990944,0.04815288,0.005121018,0.002335053,0.0002589591,0.02760051,0.00111788,0.0002513791,0.00142028,0.07814343,0.01333536,0.007080028,0.0002116642,0.0323041,0.0007351159,0.0423114,0.04112931,0.001114238,0.008050241,0.0008293221,0.008881158,2.432032E-05,0.01305464,0.0006477155,0.005729625,0.002941673,0.0006714151,0.005990108,0.008523623,0.05335202,0.008281377,0.01210973,0.09960768,0.04888954,0.07982496,0.04161166,0.02193519,0.1403906,0.1944733,0.06832404,0.3335766,0.002956823,0.028749,0.1407457,0.01605465,0.06851111,0.06092767,0.05279946,0.8954545,0.7817659,2.388163,1.447552,0.5028378,0.1712456,0.6789494,0.2199867,0.02076173,1.951786,0.01284836,0.00811756,0.05891138,0.1953202,5.592476,9.57813,20.86024,21.40401,38.73638,5.024635,31.80287,68.60718
37,0.01658875,0.1166571,0.07300431,0.01658132,0.007932008,0.0428521,0.01005918,6.767674E-05,0.03009521,0.04822368,0.006030099,0.002397887,0.0002406421,0.02905795,0.001009651,0.000254556,0.001359738,0.07971162,0.01289272,0.007557794,0.0002091868,0.03210733,0.0007962391,0.0471925,0.04105553,0.001137625,0.00821749,0.0008302089,0.008977602,2.391966E-05,0.01298763,0.0006592418,0.005849633,0.003013144,0.000669047,0.006077892,0.008522808,0.05333475,0.008361945,0.01240676,0.09861837,0.05079546,0.07965031,0.04262209,0.02309812,0.1412109,0.1982435,0.07045592,0.3198231,0.002991678,0.02884096,0.1406631,0.01590823,0.06644092,0.06154998,0.05283586,0.88465,0.7466375,2.414876,1.475685,0.4957828,0.1698213,0.6719074,0.2212579,0.02065877,1.9379,0.01282748,0.007710144,0.05874901,0.2030022,5.596164,9.575661,20.86716,21.3954,38.73707,5.020445,31.80435,68.60598
